id	year	state	county	spend	crime	ratio
2006::NC::SCOTLAND	2006	NC	Scotland	3493	121	28.8677686
2012::IN::HUNTINGTON	2012	IN	Huntington	283191.51	31	9135.21
2008::OH::CUYAHOGA	2008	OH	Cuyahoga	12842.69	6982	1.839399885
2008::TX::HIDALGO	2008	TX	Hidalgo	1911	1685	1.134124629
2010::TX::NAVARRO	2010	TX	Navarro	18960.1	112	169.2866071
2006::NC::BUNCOMBE	2006	NC	Buncombe 	17611.36	220	80.05163636
2011::KY::OLDHAM	2011	KY	Oldham	261138.87	19	13744.15105
2008::LA::JEFFERSON	2008	LA	Jefferson	26274	2813	9.340206186
2006::KS::FORD	2006	KS	Ford	998	136	7.338235294
2011::CO::MORGAN	2011	CO	Morgan	2928	15	195.2
2008::LA::RAPIDES	2008	LA	Rapides	5372	367	14.63760218
2006::AR::WASHINGTON	2006	AR	Washington	6402	638	10.03448276
2012::KS::SALINE	2012	KS	Saline	10114.24	161	62.82136646
2012::TX::ECTOR	2012	TX	Ector	19368	1103	17.5593835
2009::MD::WORCESTER	2009	MD	Worcester	6487	8	810.875
2010::OH::CUYAHOGA	2010	OH	Cuyahoga	5388	6323	0.852127155
2011::IL::FULTON	2011	IL	Fulton	72069	33	2183.909091
2011::PA::ALLEGHENY	2011	PA	Allegheny	148744.64	3435	43.30266084
2007::FL::WAKULLA	2007	FL	Wakulla	13795.94	99	139.3529293
2007::GA::COWETA	2007	GA	Coweta	5108	214	23.86915888
2009::MI::BARRY	2009	MI	Barry 	240	38	6.315789474
2011::WA::PIERCE	2011	WA	Pierce	149166.8	3155	47.27949287
2008::MI::GRAND TRAVERSE	2008	MI	Grand Traverse	7623	35	217.8
2011::WV::KANAWHA	2011	WV	Kanawha	35609.71	815	43.69289571
2008::AR::WHITE	2008	AR	White	648	90	7.2
2007::TX::WICHITA	2007	TX	Wichita	2049	584	3.508561644
2007::CT::MIDDLESEX	2007	CT	Middlesex	828	87	9.517241379
2006::WI::DODGE	2006	WI	Dodge	8982	42	213.8571429
2009::SC::CHEROKEE	2009	SC	Cherokee 	444.28	102	4.355686275
2011::UT::WASATCH	2011	UT	Wasatch	1200	6	200
2012::CA::ORANGE	2012	CA	Orange	2265609.28	6574	344.6317737
2011::AZ::PIMA	2011	AZ	Pima	394418.41	4132	95.45460068
2008::IN::MADISON	2008	IN	Madison	10759.96	199	54.07015075
2009::TX::HARRIS	2009	TX	Harris	568458.96	35803	15.87741139
2008::MI::ISABELLA	2008	MI	Isabella	138059.7	54	2556.661111
2011::VT::BENNINGTON	2011	VT	Bennington	47989	22	2181.318182
2007::ME::KENNEBEC	2007	ME	Kennebec 	10688	16	668
2006::NC::WATAUGA	2006	NC	Watauga	414	47	8.808510638
2012::OH::HAMILTON	2012	OH	Hamilton	25420.38	3474	7.317322971
2008::WI::RACINE	2008	WI	Racine	998	627	1.591706539
2006::LA::CADDO	2006	LA	Caddo	9980	2425	4.115463918
2011::TX::HARDIN	2011	TX	Hardin	120	14	8.571428571
2008::WI::SHEBOYGAN	2008	WI	Sheboygan	1996	80	24.95
2006::KS::MCPHERSON	2006	KS	McPherson	775	22	35.22727273
2012::NY::ALLEGANY	2012	NY	Allegany	67858.55	0	67858.55
2011::CA::PLACER	2011	CA	Placer 	199333.1	301	662.2362126
2008::NC::ONSLOW	2008	NC	Onslow	293.55	575	0.510521739
2009::GA::FULTON	2009	GA	Fulton	2655092.64	8260	321.4397869
2008::IN::NOBLE	2008	IN	Noble	414	9	46
2012::MN::PINE	2012	MN	Pine 	65070	0	65070
2007::IN::DELAWARE	2007	IN	Delaware	1746.78	375	4.65808
2012::NE::DAKOTA	2012	NE	Dakota	10000	21	476.1904762
2007::IL::DUPAGE	2007	IL	DuPage	5988	0	5988
2008::NY::BROOME	2008	NY	Broome	1104	464	2.379310345
2010::CA::ALAMEDA	2010	CA	Alameda	34.6	10803	0.003202814
2007::IL::MORGAN	2007	IL	Morgan	637	0	637
2008::KS::JOHNSON	2008	KS	Johnson	998	1244	0.802250804
2012::IN::FLOYD	2012	IN	Floyd 	6000	5	1200
2012::CO::DOUGLAS	2012	CO	Douglas 	10150.4	139	73.02446043
2012::IL::LAKE	2012	IL	Lake	871996.13	940	927.6554574
2006::VA::CHESAPEAKE CITY	2006	VA	Chesapeake	9980	966	10.33126294
2012::KS::RENO	2012	KS	Reno	3795	262	14.48473282
2006::WA::GRANT	2006	WA	Grant 	10468	71	147.4366197
2010::AZ::COCHISE	2010	AZ	Cochise	65346	525	124.4685714
2006::NC::SURRY	2006	NC	Surry	9672	39	248
2011::ME::SOMERSET	2011	ME	Somerset	79688	11	7244.363636
2011::OK::CRAIG	2011	OK	Craig	2477.1	54	45.87222222
2012::AL::LEE	2012	AL	Lee	77582.48	339	228.8568732
2010::FL::BAY	2010	FL	Bay	77780	787	98.83100381
2012::RI::NEWPORT	2012	RI	Newport	45050	137	328.8321168
2006::SC::GREENVILLE	2006	SC	Greenville	1996	3128	0.638107417
2012::TN::LOUDON	2012	TN	Loudon	337934	60	5632.233333
2006::RI::NEWPORT	2006	RI	Newport	2484	150	16.56
2007::LA::OUACHITA	2007	LA	Ouachita	7485	656	11.41006098
2008::CA::SOLANO	2008	CA	Solano	47455	2188	21.68875686
2010::KS::BUTLER	2010	KS	Butler	1210.26	95	12.73957895
2007::FL::LEE	2007	FL	Lee	26330	3327	7.91403667
2006::VA::WYTHE	2006	VA	Wythe	1080	45	24
2010::GA::COLQUITT	2010	GA	Colquitt	998	114	8.754385965
2006::OH::DELAWARE	2006	OH	Delaware	7761	110	70.55454545
2012::PA::ALLEGHENY	2012	PA	Allegheny	218424.3	3526	61.94676687
2011::OH::MONTGOMERY	2011	OH	Montgomery	12380	2058	6.015549077
2008::LA::OUACHITA	2008	LA	Ouachita	6635	750	8.846666667
2006::OH::PICKAWAY	2006	OH	Pickaway	15384	67	229.6119403
2010::NM::BERNALILLO	2010	NM	Bernalillo	523204.21	4291	121.9306013
2008::VA::ROANOKE CITY	2008	VA	Roanoke	10000	747	13.38688086
2006::IN::VIGO	2006	IN	Vigo	4395	173	25.40462428
2008::NJ::ESSEX	2008	NJ	Essex	16647	5260	3.164828897
2012::IL::MORGAN	2012	IL	Morgan	190248.21	57	3337.687895
2008::WI::JEFFERSON	2008	WI	Jefferson	1518	123	12.34146341
2010::LA::SAINT CHARLES	2010	LA	St. Charles	7200	121	59.50413223
2010::NY::ERIE	2010	NY	Erie	103039.12	4465	23.07707055
2010::FL::SAINT JOHNS	2010	FL	St. Johns	84744	93	911.2258065
2010::WI::EAU CLAIRE	2010	WI	Eau Claire	1126	156	7.217948718
2011::OK::OKLAHOMA	2011	OK	Oklahoma	51648	5734	9.00732473
2008::FL::LEE	2008	FL	Lee	4491	2825	1.589734513
2006::SC::ORANGEBURG	2006	SC	Orangeburg	8483	71	119.4788732
2008::OH::SUMMIT	2008	OH	Summit	19913.13	2197	9.063782431
2012::GA::DECATUR	2012	GA	Decatur	7225.85	89	81.18932584
2011::PA::CLEARFIELD	2011	PA	Clearfield	3478	20	173.9
2006::CO::DOUGLAS	2006	CO	Douglas 	26946	184	146.4456522
2008::NJ::SALEM	2008	NJ	Salem	690	53	13.01886792
2010::CA::YOLO	2010	CA	Yolo	1512.52	432	3.501203704
2006::TN::MAURY	2006	TN	Maury	14991	413	36.29782082
2011::FL::LAKE	2011	FL	Lake	3720	991	3.753784057
2012::MO::TANEY	2012	MO	Taney	7582.77	165	45.95618182
2012::IN::BOONE	2012	IN	Boone	56995.49	0	56995.49
2011::KY::CHRISTIAN	2011	KY	Christian	44722	130	344.0153846
2008::NC::CUMBERLAND	2008	NC	Cumberland	25998	2500	10.3992
2006::IL::JEFFERSON	2006	IL	Jefferson	3270	0	3270
2010::ME::SOMERSET	2010	ME	Somerset	756	13	58.15384615
2006::IA::BLACK HAWK	2006	IA	Black Hawk	12974	437	29.68878719
2010::IL::MCHENRY	2010	IL	McHenry	1800	224	8.035714286
2012::GA::LAURENS	2012	GA	Laurens	527559.48	149	3540.667651
2006::CA::YOLO	2006	CA	Yolo	189121	765	247.2169935
2007::UT::BOX ELDER	2007	UT	Box Elder	998	26	38.38461538
2010::GA::HABERSHAM	2010	GA	Habersham 	2144.52	49	43.76571429
2006::IL::VERMILION	2006	IL	Vermilion	21807	0	21807
2007::NC::PENDER	2007	NC	Pender	998	75	13.30666667
2007::GA::MILLER	2007	GA	Miller	276	0	276
2008::CA::FRESNO	2008	CA	Fresno	552	4168	0.13243762
2012::GA::CLAYTON	2012	GA	Clayton	483627.83	1419	340.8229951
2010::OH::WOOD	2010	OH	Wood 	563	12	46.91666667
2012::TN::SUMNER	2012	TN	Sumner 	266517.53	119	2239.643109
2006::VA::NEWPORT NEWS CITY	2006	VA	Newport News	15511	1431	10.83927324
2012::IL::DUPAGE	2012	IL	DuPage	16666	672	24.80059524
2009::MI::BAY	2009	MI	Bay	587.1	217	2.705529954
2011::VA::HENRICO	2011	VA	Henrico	26636.55	428	62.23492991
2012::MO::SALINE	2012	MO	Saline	108903.32	28	3889.404286
2008::NJ::HUDSON	2008	NJ	Hudson	552	3488	0.158256881
2010::CA::STANISLAUS	2010	CA	Stanislaus	14240.2	2620	5.43519084
2006::OH::BELMONT	2006	OH	Belmont	255397	19	13441.94737
2012::SC::CHESTERFIELD	2012	SC	Chesterfield 	548149.8	138	3972.1
2012::WY::CAMPBELL	2012	WY	Campbell	52191	38	1373.447368
2006::NC::CABARRUS	2006	NC	Cabarrus	1380	469	2.942430704
2007::ME::YORK	2007	ME	York	2994	178	16.82022472
2010::AR::MISSISSIPPI	2010	AR	Mississippi	58.71	176	0.333579545
2008::OH::RICHLAND	2008	OH	Richland	1928.55	226	8.53340708
2007::WI::PIERCE	2007	WI	Pierce	499	34	14.67647059
2007::OH::FRANKLIN	2007	OH	Franklin	2909	6933	0.41958748
2008::KS::ELLIS	2008	KS	Ellis	240	58	4.137931034
2010::PA::PHILADELPHIA	2010	PA	Philadelphia	9310	18535	0.502292959
2012::NC::GASTON	2012	NC	Gaston	372.84	723	0.515684647
2008::OH::HURON	2008	OH	Huron	499	16	31.1875
2006::LA::CALCASIEU	2006	LA	Calcasieu	19896	849	23.43462898
2006::NC::COLUMBUS	2006	NC	Columbus 	276	149	1.852348993
2006::FL::INDIAN RIVER	2006	FL	Indian River 	4990	339	14.71976401
2012::OH::MUSKINGUM	2012	OH	Muskingum	155446.17	85	1828.778471
2008::AR::JEFFERSON	2008	AR	Jefferson	25000	819	30.52503053
2009::KY::BULLITT	2009	KY	Bullitt 	92380.13	34	2717.062647
2009::AL::COFFEE	2009	AL	Coffee	1501.68	106	14.16679245
2010::FL::PINELLAS	2010	FL	Pinellas 	1374	1119	1.227882038
2008::WI::CALUMET	2008	WI	Calumet 	1497	8	187.125
2012::VA::NORFOLK CITY	2012	VA	Norfolk	55870.13	1332	41.94454204
2009::OH::LICKING	2009	OH	Licking	414	119	3.478991597
2010::GA::WALTON	2010	GA	Walton 	79410	112	709.0178571
2006::MN::ISANTI	2006	MN	Isanti	2686	0	2686
2011::AL::HOUSTON	2011	AL	Houston	66253	426	155.5234742
2010::AR::HEMPSTEAD	2010	AR	Hempstead	234.84	106	2.215471698
2010::IN::SHELBY	2010	IN	Shelby	18748.92	8	2343.615
2011::MD::DORCHESTER	2011	MD	Dorchester	57776	97	595.628866
2011::OH::TUSCARAWAS	2011	OH	Tuscarawas	44598.8	16	2787.425
2012::DC::DISTRICT OF COLUMBIA	2012	DC	District of Columbia	419675.88	7448	56.34745972
2007::DE::KENT	2007	DE	Kent	998	326	3.061349693
2006::MI::EATON	2006	MI	Eaton	12962.65	121	107.1293388
2006::TX::HUTCHINSON	2006	TX	Hutchinson	1274	79	16.12658228
2012::LA::LAFAYETTE	2012	LA	Lafayette	9980	1167	8.551842331
2006::AR::MILLER	2006	AR	Miller	12195	594	20.53030303
2007::FL::ALACHUA	2007	FL	Alachua	66068	2336	28.28253425
2007::WI::BARRON	2007	WI	Barron	5988	5	1197.6
2006::PA::WESTMORELAND	2006	PA	Westmoreland	276	167	1.652694611
2011::NV::WASHOE	2011	NV	Washoe	237027.1	1393	170.1558507
2011::GA::COLQUITT	2011	GA	Colquitt	99969.95	90	1110.777222
2012::GA::MADISON	2012	GA	Madison 	428398.15	42	10199.95595
2012::MN::CASS	2012	MN	Cass	1996	0	1996
2009::AL::MONTGOMERY	2009	AL	Montgomery	1241.14	871	1.424959816
2008::CA::SACRAMENTO	2008	CA	Sacramento	3627367.55	8087	448.5430382
2006::OH::SHELBY	2006	OH	Shelby	552	0	552
2006::VA::FRANKLIN	2006	VA	Franklin	9481	35	270.8857143
2006::AL::MORGAN	2006	AL	Morgan	284753.84	307	927.5369381
2009::AL::SAINT CLAIR	2009	AL	St. Clair	190000	104	1826.923077
2008::WA::KITTITAS	2008	WA	Kittitas	0	47	0
2011::IA::SCOTT	2011	IA	Scott	150172	710	211.5098592
2007::IN::TIPPECANOE	2007	IN	Tippecanoe	12475	352	35.44034091
2010::TX::POLK	2010	TX	Polk	1080	70	15.42857143
2010::TX::RUSK	2010	TX	Rusk	120	85	1.411764706
2008::FL::MANATEE	2008	FL	Manatee	92290	2866	32.20167481
2009::WI::KENOSHA	2009	WI	Kenosha	2760	327	8.440366972
2008::MN::DOUGLAS	2008	MN	Douglas	690	0	690
2008::VA::CHARLOTTESVILLE CITY	2008	VA	Charlottesville	11137	220	50.62272727
2012::OR::UMATILLA	2012	OR	Umatilla	70996	62	1145.096774
2012::GA::THOMAS	2012	GA	Thomas	27400	77	355.8441558
2011::ME::OXFORD	2011	ME	Oxford 	131652.62	23	5724.026957
2011::MI::BERRIEN	2011	MI	Berrien 	763152.46	116	6578.900517
2012::GA::PICKENS	2012	GA	Pickens	191735	47	4079.468085
2012::SC::CHARLESTON	2012	SC	Charleston	32043.76	1627	19.69499693
2009::MI::WAYNE	2009	MI	Wayne	35779.98	22219	1.610332598
2006::IN::STEUBEN	2006	IN	Steuben 	6519.42	19	343.1273684
2010::OH::SENECA	2010	OH	Seneca	14989.25	0	14989.25
2009::AR::JEFFERSON	2009	AR	Jefferson	590.13	721	0.818488211
2006::TX::DALLAS	2006	TX	Dallas	44910	19158	2.344190417
2011::TN::DAVIDSON	2011	TN	Davidson	344710.2	7310	47.15597811
2009::KY::CLARK	2009	KY	Clark	192.08	29	6.623448276
2010::ME::PENOBSCOT	2010	ME	Penobscot 	384.2	2	192.1
2006::IL::DUPAGE	2006	IL	DuPage	53708.39	0	53708.39
2007::FL::OSCEOLA	2007	FL	Osceola	1992	756	2.634920635
2008::NC::MECKLENBURG	2008	NC	Mecklenburg	414	7330	0.056480218
2012::GA::CHEROKEE	2012	GA	Cherokee	467009.8	177	2638.473446
2011::IN::VIGO	2011	IN	Vigo	120058	186	645.4731183
2008::GA::HARRIS	2008	GA	Harris	3703.1	0	3703.1
2011::CA::ALAMEDA	2011	CA	Alameda	5778.61	10977	0.526428897
2010::OH::LICKING	2010	OH	Licking	247580	223	1110.224215
2007::NC::PERSON	2007	NC	Person	4990	69	72.31884058
2011::DE::KENT	2011	DE	Kent	1102886.38	375	2941.030347
2007::OH::FAIRFIELD	2007	OH	Fairfield	1996	145	13.76551724
2012::CA::SANTA BARBARA	2012	CA	Santa Barbara	2326442.31	1615	1440.521554
2012::NH::STRAFFORD	2012	NH	Strafford	333211.08	185	1801.140973
2010::AL::ESCAMBIA	2010	AL	Escambia	480	49	9.795918367
2009::IL::ROCK ISLAND	2009	IL	Rock Island	7748.08	0	7748.08
2011::FL::POLK	2011	FL	Polk	6816	2827	2.411036434
2012::MI::GENESEE	2012	MI	Genesee	1965189.53	3675	534.7454503
2009::NV::DOUGLAS	2009	NV	Douglas	2820	107	26.35514019
2011::IN::HUNTINGTON	2011	IN	Huntington	317608.41	12	26467.3675
2012::AL::MORGAN	2012	AL	Morgan	2274130.05	261	8713.141954
2012::CO::MESA	2012	CO	Mesa	150438.12	463	324.9203456
2006::OH::MADISON	2006	OH	Madison	1412	0	1412
2012::WI::OCONTO	2012	WI	Oconto	1003718.54	64	15683.10219
2009::TN::WARREN	2009	TN	Warren	9000	84	107.1428571
2009::IL::SAINT CLAIR	2009	IL	St. Clair 	4976.69	0	4976.69
2009::MI::WASHTENAW	2009	MI	Washtenaw	633465.04	1003	631.570329
2006::IN::HENDRICKS	2006	IN	Hendricks	10862.39	43	252.6137209
2008::OH::LAWRENCE	2008	OH	Lawrence	234.84	15	15.656
2007::VA::ROCKINGHAM	2007	VA	Rockingham 	499	22	22.68181818
2006::IN::TIPPECANOE	2006	IN	Tippecanoe	23729	335	70.83283582
2010::OH::WARREN	2010	OH	Warren	1392	329	4.23100304
2012::AK::FAIRBANKS NORTH STAR	2012	AK	Fairbanks North Star	19039.67	169	112.6607692
2008::MN::MCLEOD	2008	MN	McLeod	12783.42	0	12783.42
2012::TN::BEDFORD	2012	TN	Bedford	72569.02	129	562.5505426
2011::CA::LASSEN	2011	CA	Lassen	49354.3	81	609.3123457
2007::AL::MONTGOMERY	2007	AL	Montgomery	650998	1157	562.6603284
2006::CA::ORANGE	2006	CA	Orange	130281	8307	15.68327916
2010::OH::COLUMBIANA	2010	OH	Columbiana	1181.94	3	393.98
2006::WI::WINNEBAGO	2006	WI	Winnebago	16966	300	56.55333333
2011::FL::OSCEOLA	2011	FL	Osceola	1520151.71	727	2090.992724
2012::MI::BERRIEN	2012	MI	Berrien 	388723.04	91	4271.681758
2006::TN::SUMNER	2006	TN	Sumner 	28755.55	133	216.2071429
2009::OH::HURON	2009	OH	Huron	590.13	10	59.013
2012::IN::JOHNSON	2012	IN	Johnson	18962	259	73.21235521
2006::GA::SUMTER	2006	GA	Sumter	1180.26	0	1180.26
2008::AR::CRAWFORD	2008	AR	Crawford 	648	16	40.5
2006::VA::PETERSBURG CITY	2006	VA	Petersburg	9299	442	21.03846154
2011::AR::CRITTENDEN	2011	AR	Crittenden	178922.7	685	261.2010219
2008::TN::DICKSON	2008	TN	Dickson	1365.42	218	6.263394495
2009::GA::TOOMBS	2009	GA	Toombs	1530	111	13.78378378
2011::WA::MASON	2011	WA	Mason	78217.29	126	620.7721429
2009::CO::PUEBLO	2009	CO	Pueblo	4527.3	931	4.862835661
2009::WI::SAUK	2009	WI	Sauk	367.02	69	5.319130435
2008::IL::LAKE	2008	IL	Lake	1208912.6	0	1208912.6
2011::OK::TULSA	2011	OK	Tulsa	720	4477	0.160821979
2010::OH::MADISON	2010	OH	Madison	619	9	68.77777778
2006::WA::COWLITZ	2006	WA	Cowlitz	276	257	1.073929961
2008::FL::MARTIN	2008	FL	Martin	375397	483	777.2194617
2006::CO::MORGAN	2006	CO	Morgan	2824	19	148.6315789
2012::LA::LINCOLN	2012	LA	Lincoln	157677.66	106	1487.525094
2011::OH::SHELBY	2011	OH	Shelby	499	58	8.603448276
2012::MI::ALPENA	2012	MI	Alpena	13473	0	13473
2007::FL::MIAMI-DADE	2007	FL	Miami-Dade	2880	22586	0.127512618
2012::GA::COWETA	2012	GA	Coweta	236746.82	211	1122.022844
2012::TN::CARTER	2012	TN	Carter	69722	36	1936.722222
2012::NC::HARNETT	2012	NC	Harnett 	638.93	259	2.466911197
2009::MO::COLE	2009	MO	Cole	491596.48	286	1718.868811
2006::TN::MADISON	2006	TN	Madison	326770	785	416.2675159
2012::PA::BLAIR	2012	PA	Blair	810831.04	220	3685.595636
2006::WI::CHIPPEWA	2006	WI	Chippewa 	9033	2	4516.5
2006::NH::ROCKINGHAM	2006	NH	Rockingham	6030	211	28.57819905
2008::MN::OTTER TAIL	2008	MN	Otter Tail	1312.13	0	1312.13
2011::IL::KANKAKEE	2011	IL	Kankakee 	201378.01	56	3596.035893
2012::OK::LE FLORE	2012	OK	Le Flore 	5060.55	49	103.2765306
2006::VA::JAMES CITY	2006	VA	James City	10978	63	174.2539683
2009::CA::SAN MATEO	2009	CA	San Mateo	1968	1801	1.092726263
2009::MO::JACKSON	2009	MO	Jackson	602516.05	7581	79.47712043
2008::IN::PORTER	2008	IN	Porter	720	330	2.181818182
2011::KY::BOONE	2011	KY	Boone	19400	139	139.5683453
2012::WI::MILWAUKEE	2012	WI	Milwaukee	33309.98	8272	4.026835106
2008::NH::STRAFFORD	2008	NH	Strafford	7814	119	65.66386555
2012::VA::TAZEWELL	2012	VA	Tazewell	9732	39	249.5384615
2011::VA::ARLINGTON	2011	VA	Arlington	1531.5	325	4.712307692
2009::NJ::ESSEX	2009	NJ	Essex	184580	4996	36.94555645
2008::WI::WOOD	2008	WI	Wood	1532.52	24	63.855
2008::WY::UINTA	2008	WY	Uinta	3036	14	216.8571429
2012::NV::ELKO	2012	NV	Elko	49211	118	417.0423729
2012::SC::LEXINGTON	2012	SC	Lexington	537081.3	778	690.3358612
2006::NC::DAVIDSON	2006	NC	Davidson	3215	549	5.856102004
2010::KY::CHRISTIAN	2010	KY	Christian	7391.88	147	50.28489796
2006::MS::MADISON	2006	MS	Madison	11060	188	58.82978723
2011::AL::RUSSELL	2011	AL	Russell	2950.65	214	13.78808411
2011::NH::STRAFFORD	2011	NH	Strafford	75000	184	407.6086957
2011::ME::PENOBSCOT	2011	ME	Penobscot 	138	8	17.25
2007::FL::OKEECHOBEE	2007	FL	Okeechobee	1656	218	7.596330275
2007::NC::SAMPSON	2007	NC	Sampson 	276	0	276
2006::MN::SCOTT	2006	MN	Scott 	690	0	690
2012::WI::PIERCE	2012	WI	Pierce	4740	47	100.8510638
2012::CA::SAN JOAQUIN	2012	CA	San Joaquin	845778.84	6136	137.838794
2012::IN::NOBLE	2012	IN	Noble	250500.62	0	250500.62
2007::NV::CLARK	2007	NV	Clark	1656	16047	0.103196859
2007::CO::LA PLATA	2007	CO	La Plata	414	102	4.058823529
2009::OH::COLUMBIANA	2009	OH	Columbiana	27747	1	27747
2011::CO::JEFFERSON	2011	CO	Jefferson	409510.82	1083	378.1263343
2012::IN::MARION	2012	IN	Marion	455434.82	10087	45.15067116
2010::GA::CAMDEN	2010	GA	Camden	840	129	6.511627907
2006::PA::MONTGOMERY	2006	PA	Montgomery	276	1494	0.184738956
2006::FL::PUTNAM	2006	FL	Putnam 	23952	594	40.32323232
2011::MI::KENT	2011	MI	Kent	5042.54	2027	2.487686236
2006::MN::MOWER	2006	MN	Mower	1278	0	1278
2012::KY::MEADE	2012	KY	Meade 	61276.9	6	10212.81667
2012::CO::EL PASO	2012	CO	El Paso	77726.98	2460	31.59633333
2006::MS::WASHINGTON	2006	MS	Washington	828	206	4.019417476
2011::TN::RUTHERFORD	2011	TN	Rutherford	21659.1	1094	19.79808044
2010::CO::JEFFERSON	2010	CO	Jefferson	15758.1	1131	13.93289125
2009::NH::GRAFTON	2009	NH	Grafton	276	35	7.885714286
2010::ME::AROOSTOOK	2010	ME	Aroostook	191225	3	63741.66667
2010::NJ::OCEAN	2010	NJ	Ocean	25000	554	45.12635379
2006::CA::MONTEREY	2006	CA	Monterey	86465	2082	41.52977906
2011::PA::YORK	2011	PA	York	360	913	0.394304491
2006::CA::BUTTE	2006	CA	Butte	53898.2	528	102.0799242
2012::GA::LEE	2012	GA	Lee	1570970.64	92	17075.76783
2011::AR::SEBASTIAN	2011	AR	Sebastian	76116	684	111.2807018
2011::ME::AROOSTOOK	2011	ME	Aroostook	4274.25	0	4274.25
2011::ME::WALDO	2011	ME	Waldo 	72213	6	12035.5
2007::NC::DUPLIN	2007	NC	Duplin	637	148	4.304054054
2011::CA::KERN	2011	CA	Kern	849115.93	4358	194.8407366
2008::KS::COWLEY	2008	KS	Cowley	828	82	10.09756098
2008::AZ::GILA	2008	AZ	Gila	323193.88	173	1868.172717
2011::MO::CASS	2011	MO	Cass	1026	136	7.544117647
2010::WA::MASON	2010	WA	Mason	285411.79	150	1902.745267
2006::WI::MILWAUKEE	2006	WI	Milwaukee	11434	8484	1.347713343
2008::MN::HENNEPIN	2008	MN	Hennepin	30615.55	4779	6.406267001
2010::UT::UTAH	2010	UT	Utah	828	415	1.995180723
2006::IN::WABASH	2006	IN	Wabash	6204	7	886.2857143
2006::MS::LAFAYETTE	2006	MS	Lafayette	9458	35	270.2285714
2008::NE::HALL	2008	NE	Hall	2716	188	14.44680851
2011::MO::BOONE	2011	MO	Boone	111264	582	191.1752577
2011::IL::ROCK ISLAND	2011	IL	Rock Island	50000	592	84.45945946
2011::OH::ASHTABULA	2011	OH	Ashtabula	456497.61	35	13042.78886
2008::TN::CHEATHAM	2008	TN	Cheatham	1235.94	83	14.89084337
2007::AL::BALDWIN	2007	AL	Baldwin	966	370	2.610810811
2012::OK::CHEROKEE	2012	OK	Cherokee	2916	47	62.04255319
2006::GA::MADISON	2006	GA	Madison 	138	66	2.090909091
2012::OH::MAHONING	2012	OH	Mahoning	220780.68	818	269.9030318
2007::NJ::HUNTERDON	2007	NJ	Hunterdon	2495	27	92.40740741
2011::MA::ESSEX	2011	MA	Essex	39309.46	2657	14.79467821
2006::GA::CLAYTON	2006	GA	Clayton	1996	1459	1.368060315
2006::NC::NEW HANOVER	2006	NC	New Hanover	614356	1115	550.9919283
2010::IL::MARION	2010	IL	Marion	3489	101	34.54455446
2012::ND::CASS	2012	ND	Cass	3480	456	7.631578947
2009::IL::MARION	2009	IL	Marion	87372	0	87372
2012::NM::SANTA FE	2012	NM	Santa Fe	686882.56	425	1616.194259
2008::OH::WARREN	2008	OH	Warren	324	471	0.687898089
2012::OK::OKMULGEE	2012	OK	Okmulgee	73017.3	52	1404.178846
2006::DE::KENT	2006	DE	Kent	8318.71	338	24.61156805
2011::MI::CLINTON	2011	MI	Clinton	65070	0	65070
2006::OH::STARK	2006	OH	Stark	40886	975	41.93435897
2012::AL::BARBOUR	2012	AL	Barbour	99022	17	5824.823529
2007::TX::ANDERSON	2007	TX	Anderson 	939.36	70	13.41942857
2010::TX::COOKE	2010	TX	Cooke	258	54	4.777777778
2006::VA::HARRISONBURG CITY	2006	VA	Harrisonburg	7418	130	57.06153846
2010::PA::LACKAWANNA	2010	PA	Lackawanna	3244.24	252	12.87396825
2011::AR::FAULKNER	2011	AR	Faulkner	6099.51	293	20.81744027
2006::OH::MUSKINGUM	2006	OH	Muskingum	5988	71	84.33802817
2010::NY::LIVINGSTON	2010	NY	Livingston 	47069	16	2941.8125
2006::VA::HAMPTON CITY	2006	VA	Hampton	27774	571	48.64098074
2007::MN::HENNEPIN	2007	MN	Hennepin	89444.55	5580	16.02948925
2012::MO::PULASKI	2012	MO	Pulaski	146133.39	154	948.9181169
2011::AL::BALDWIN	2011	AL	Baldwin	168226.5	281	598.6708185
2011::AR::PHILLIPS	2011	AR	Phillips	138	95	1.452631579
2012::NV::WASHOE	2012	NV	Washoe	590928.55	1426	414.3958976
2008::KY::FAYETTE	2008	KY	Fayette	190817	1780	107.2005618
2009::CA::MONTEREY	2009	CA	Monterey	65070	2268	28.69047619
2006::WA::PIERCE	2006	WA	Pierce	2216.52	4034	0.549459593
2006::WI::POLK	2006	WI	Polk	637	20	31.85
2012::TX::MIDLAND	2012	TX	Midland	49661.92	435	114.1653333
2012::OK::MUSKOGEE	2012	OK	Muskogee	13024.75	579	22.49525043
2009::GA::PAULDING	2009	GA	Paulding	6560	0	6560
2008::MI::WAYNE	2008	MI	Wayne	78551.71	21938	3.58062312
2010::OH::ATHENS	2010	OH	Athens	3379.43	40	84.48575
2006::MS::DESOTO	2006	MS	DeSoto	17033	223	76.38116592
2008::IL::BOONE	2008	IL	Boone	4491	0	4491
2007::TX::CAMERON	2007	TX	Cameron	2272	1583	1.435249526
2010::CA::PLACER	2010	CA	Placer 	6447.02	298	21.6342953
2006::MI::KALAMAZOO	2006	MI	Kalamazoo	13419	919	14.60174102
2010::OH::COSHOCTON	2010	OH	Coshocton	619	16	38.6875
